Comuna,Clasificacion,Nombre,Ubicacion,Has.x.comuna,Observaciones,Otros
11,CANTERO CENTRAL,"CARPENTIER, ALEJO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ CONCORDIA Y LAMARCA, EMILIO",0.073,NA,NA
11,CANTERO CENTRAL,"CARRIL, HUGO DEL  (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ GUALEGUAYCHÚ Y SANABRIA",0.063,NA,NA
11,CANTERO CENTRAL,"GUILLEN, NICOLAS (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ LAMARCA, EMILIO Y SAN NICOLAS",0.072,NA,NA
11,CANTERO CENTRAL,"JARA, VICTOR (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ BERMUDEZ Y CERVANTES",0.042,NA,NA
11,CANTERO CENTRAL,"KAHLO, FRIDA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.   E/ JUAREZ, BENITO Y ALLENDE",0.034,NA,NA
11,CANTERO CENTRAL,"MANSILLA, EDUARDA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ PAZ, MARCOS Y JUAREZ, BENITO",0.031,NA,NA
11,CANTERO CENTRAL,"MANSILLA, LUCIO V. (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ DESAGUADERO Y LASTRA, AV.",0.032,NA,NA
11,CANTERO CENTRAL,MARTINEZ ESTRADA EZEQUIEL (PASEO DE LAS ARTES LATINOAMERICANAS),"CARRIL, SALVADOR MARIA DEL, AV.   E/SANABRIA Y SEGUROLA Av.",0.063,NA,NA
11,CANTERO CENTRAL,"MATHIS, LEONE (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/  LASTRA, AV. Y QUEVEDO",0.021,NA,NA
11,CANTERO CENTRAL,"NERUDA, PABLO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/  MERCEDES Y GUALEGUAYCHÚ",0.062,NA,NA
11,CANTERO CENTRAL,"PARRA, VIOLETA (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/  CERVANTES Y PAZ, Gral. Av.",0.018,NA,NA
11,CANTERO CENTRAL,"RIVERA, DIEGO (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  e/ ALLENDE y DESAGUADERO",0.033,NA,NA
11,CANTERO CENTRAL,"ROZENMACHER, GERMÁN (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ GONZALEZ, JOAQUÍN Y BAHÍA BLANCA",0.07,NA,NA
11,CANTERO CENTRAL,"VALLEJO, CÉSAR (PASEO DE LAS ARTES LATINOAMERICANAS)","CARRIL, SALVADOR MARIA DEL, AV.  E/ SEGUROLA, Av. Y Vías del FCGSM",0.095,NA,NA
11,CANTERO CENTRAL,VINICIUS DE MORAES (PASEO DE LAS ARTES LATINOAMERICANAS),"CARRIL, SALVADOR MARIA DEL, AV.  E/ QUEVEDO Y BERMUDEZ",0.026,NA,NA
11,CANTERO CENTRAL,"BOROWSKY, MICHEL (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ GABRIELA MISTRAL Y MOSCONI, GRAL., AV.",0.05,NA,NA
11,CANTERO CENTRAL,"FONTENLA, NORMA (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ HABANA Y CUBAS, JOSE",0.042,NA,NA
11,CANTERO CENTRAL,"GRANDE, DORA DEL (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ LOPEZ, CARLOS A. Y GRIVEO",0.052,NA,NA
11,CANTERO CENTRAL,"MERCE, ANTONIA, la Argentina (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ VALLEJOS(Vías del FFCC) Y mistral, gabriela",0.017,NA,NA
11,CANTERO CENTRAL,"NEGLIA, JOSE (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ CUBAS, JOSE Y VALLEJOS",0.041,NA,NA
11,CANTERO CENTRAL,"RUANOVA, MARÍA (PASEO del BALLET ARGENTINO)","CHIVILCOY, AV.  E/ MOSCONI, GRAL., AV. Y LOPEZ, CARLOS A.",0.051,NA,NA
11,CANTERO CENTRAL,S/D (PASEO del BALLET ARGENTINO),"CHIVILCOY, AV. E/ LADINES Y PAZ, GRAL., AV.",0.041,NA,NA
11,CANTERO CENTRAL,S/D,"CHIVILCOY, AV. E/ GRIVEO Y LADINES",0.052,NA,NA
11,VEREDON,ANEXO ESTACION VILLA DEVOTO,"Chivilvoy, Mercedes y las vias del FF.CC.",0.059,NA,NA
11,PLAZA,ARENALES,MERCEDES - BAHIA BLANCA - NUEVA YORK - PAREJA,3.13,Mejora en patio de juegos,Puesta en valor 2017/2018
11,CANTERO CENTRAL,BOULEVARD FAGNANO,"FAGNANO, JOSE, AV.  E/ CONCORDIA Y SAN MARTIN, AV.",0.094,NA,NA
11,PLAZOLETA,"CAMBIASSO, ANTONIO","NAZCA, AV. - MELINCUE - GUTIERREZ, RICARDO",0.003,NA,NA
11,PLAZOLETAS,COOPERADORAS ESCOLARES,Mosconi General Av. 4451,0.146,NA,NA
11,PLAZA,DE LA ASUNCION,"GAONA, AV. - GAVILAN - CARACAS - VIALE, LUIS",1.462,NA,NA
11,PLAZOLETA,"DE SARRATEA, MANUEL","JUSTO, JUAN B., AV. - TERRADA - TRES ARROYOS",0.014,NA,NA
11,PLAZOLETA,"Di CARO, FRANCISCO","SAN MARTIN, AV. - GUTEMBERG - DEL CARRIL, SALVADOR M., AV.",0.005,NA,NA
11,PLAZOLETA,"DONATO, EDGARDO","LINCOLN, AV. - SEGUROLA, AV. - MISTRAL, GABRIELA",0.021,NA,NA
11,PLAZOLETA,EL CAMPITO,"DESDE GUALEGUAYCHU Y R. GUTIERREZ (LADO SUR), HASTA N. YORK Y VIAS FFCC. SAN MARTIN",0.49,NA,NA
11,PLAZA,ERMINDO ONEGA,MOSCONI GRAL. AV. - GONZALEZ JOAQUIN V. -MISTRAL GABRIELA - BAHIA BLANCA,1.25,NA,NA
11,PLAZOLETA,"FAZIO, HERMENEGILDO,  Monseñor","MORAN, PEDRO - GONZALEZ, JOAQUIN V. - LINCOLN, AV.",0.031,NA,NA
11,PLAZOLETA,"GARCIA LORCA, FEDERICO","LINCOLN, AV. - GUALEGUAYCHU - CUBAS, JOSE",0.427,NA,NA
11,PLAZOLETA,"GUTIERREZ, RICARDO","BOLIVIA - RIVAS - GUTIERREZ, RICARDO",0.045,NA,NA
11,JARDIN,JARDIN DE VILLA DEL PARQUE,ARREGUI 3451,0.31,NA,NA
11,PLAZOLETA,"LARROQUE de ROFFO, ELENA ","GUTIERREZ, RICARDO - SAN NICOLAS - BEIRO, FRANCISCO AV.",0.16,NA,NA
11,PLAZOLETA,LÍBANO,"ASUNCION - GUTIERREZ, RICARDO - FERNANDEZ DE ENCISO - GUALEGUAYCHU",0.036,NA,NA
11,PLAZOLETA,"LINYERA, DANTE A.","SAN MARTIN, AV. - LOZANO, PEDRO - CONDARCO",0.082,Mejora en patio de juegos,Puesta en valor 2017/2018
11,PLAZOLETA,MARTIN PESCADOR,"M. PESCADOR, JONTE, T. VILARDEBO",0.12,NA,NA
11,PLAZOLETA,"MAZZA, SALVADOR, Dr.","BERMUDEZ - LOZANO, PEDRO - SOLORZANO PEREIRA, JUAN DE",0.043,NA,NA
11,CANTERO CENTRAL,METROBUS SAN MARTIN,AV SAN MARTIN 2202 AL 7498,0.3,NA,NA
11,PLAZOLETA,NIGERIA,"JUSTO, JUAN B., AV. - TERRERO - BELAUSTEGUI, LUIS, DR.",0.026,NA,NA
11,PLAZA,PASEO DE LOS ENCUENTROS,"CHIVILCOY, AV 4522",0.67,NA,NA
11,PLAZOLETA,"PILDSUDSKI, JOSE, Mcal.","SAN MARTIN, AV. - PAREJA - LLAVALLOL",0.032,NA,NA
11,VEREDON,PJE SAN NICOLAS,SAN NICOLAS - JONTE -  LASCANO,0.104,NA,NA
11,PLAZOLETA,PLACITA MELINCUE,Melincue y vias del FF.CC,0.075,NA,NA
11,PLAZOLETA,POLICÍA FEDERAL ARGENTINA,"LINCOLN, AV. - GUALEGUAYCHU - HABANA",0.043,NA,NA
11,PLAZOLETA,PORTO ALEGRE,"SAN MARTIN, AV. - NAZARRE - BOLIVIA",0.129,NA,Puesta en valor 2017/2018
11,PLAZOLETA,"RAFFO BONTA, ROMEO",EMPEDRADO - SANTO TOME - BOLIVIA,0.025,NA,NA
11,PLAZA,RAVIGNANI EL MAESTRO,"BEIRO, RAMON LISTA, CERVANTES",0.763,NA,NA
11,PLAZOLETA,"REGIMIENTO 10º de CABALLERIA ""HUSARES de PUEYRREDON""","GUTIERREZ, RICARDO - FERNANDEZ DE ENCISO - LAVAISSE, BENJAMÍN",0.055,NA,NA
11,PLAZOLETA,REPÚBLICA ÁRABE SIRIA,"ASUNCION - GUALEGUAYCHU - GUTIERREZ, RICARDO",0.042,NA,NA
11,PLAZA,"RICCHIERI, PABLO, Tte. Gral.","BEIRO, FRANCISCO, AV. - QUEVEDO - DESAGUADERO - VARELA, JOSE P.",1.764,NA,NA
11,PLAZOLETA,S/D,"PAZ, GRAL. AV. - VALLEJOS",0.003,NA,NA
11,PLAZOLOETA,S/D,SAN MARTÍN AV. - NOGOYÁ - BAIGORRIA,0.006,NA,NA
11,VEREDON,S/D,"AV SAN MARTIN, CONCORDIA Y VALLEJOS",0.007,NA,NA
11,VEREDON,S/D,AV SAN MARTIN Y COLECTORA,0.013,NA,NA
11,PZETA,S/D,"MOSCONI, SANABRIA Y SEGUROLA",0.014,NA,NA
11,PLAZOLETA,S/D,FRANCO 3701,0.016,NA,NA
11,VEREDON,S/D,"AV SAN MARTIN, CONCORDIA Y GENERAL MISTRAL",0.016,NA,NA
11,PLAZOLETA,S/D,SIMBRÓN - CONCORDIA - Vías del FCSM,0.037,NA,NA
11,PLAZOLETA,S/D,"Gral Paz, Mosconi y las Vìas del Ferrocarril",0.214,NA,NA
11,PLAZOLETA,S/D,"JONTE, E.LAMRACA, MIRANDA",0.12,NA,NA
11,PLAZA,S/D (LINDERA POLIDEPORTIVO ONEGA),"BAHÍA BLANCA, MOSCONI, Y MISTRAL",0.812,NA,NA
11,PLAZOLETA,S/D ESTAC DEVOTO LADO NOR OESTE,"GUTIERREZ RICARDO, ASUNCIÓN Y GUALEGUAYCHU",0.092,NA,NA
11,PLAZOLETA,S/D ESTAC DEVOTO LADO SUR,GUTENBERG 3702,0.142,NA,NA
11,PLAZOLETA,S/D LA MANO,"CHIVILCOY, AV 4501",0.015,NA,NA
11,VEREDON,S/D PLAZOLETAS LIBERTADOR,AV SAN MARTIN Y VIAS FFCCU,0.084,NA,NA
11,PLAZOLETA,SUM LADO NORTE,CUENCA 3101 ,0.023,NA,NA
11,PLAZOLETA,SUM LADO SUR,CUENCA 3102 ,0.03,NA,NA
11,PLAZA,"SÁENZ PEÑA, ROQUE, Dr.","JUSTO, JUAN B., AV.- BOYACA, AV.- ESCALADA DE SAN MARTIN, REMEDIOS DE - LAMAS, ANDRES",1.4,NA,NA
11,PLAZOLETA,"SAN MARTÍN de BALCARCE, MERCEDES","LAMAS, ANDRES - ESCALADA DE SAN MARTIN, REMEDIOS DE  - ACHUPALLAS",0.16,NA,NA
11,PLAZOLETA,"SOTOMAYOR, LINDOR B.",VILARDEBO T. - CNEL. ROHDE - M.PESCADOR - JACHAL,0.12,NA,NA
11,PLAZA,"VALLE, ARISTÓBULO DEL",CUENCA - BAIGORRIA - CAMPANA - MÁRCOS SASTRE,1.63,Colocacion de bomba,NA
11,PLAZOLETA,VILLA SANTA RITA,"CUENCA - JUSTO, JUAN B., AV. - GALICIA",0.025,NA,NA
11,PLAZOLETA,"WILLIAMS, JORGE N.","LOZANO, PEDRO - HELGUERA - GUTIERREZ, RICARDO",0.12,NA,NA
12,PLAZA,AFRICA,"SAN ISIDRO LABRADOR, AV. E/ ARIAS Y DEHEZA",0.151,NA,NA
12,PLAZA,ALBERDI,"ACHA, MARIANO - MACHAI - NUÑEZ - LARRALDE, CRISOLOGO, AV.",1.468,NA,NA
12,PLAZA,"ALEM, LEANDRO N.","LARSEN - ARTIGAS - COCHRANE - BUFANO, ALFREDO R.",1.104,Colocacion de sistema de riego,NA
12,PLAZOLETA,"ALLENDE, SALVADOR ",GOYENECHE/HOLMBERG ENTRE TAMBORINI E IBERA,0.377,NA,NA
12,CANTERO CENTRAL,"ALMADA, JORGE MARIANO","SAN ISIDRO, LABRADOR ENTRE RAMALLO Y CORREA",0.143,NA,NA
12,PLAZOLETA,"ALMONACID, VICENTE ALMANDOS, CAPITAN AVIADOR","BALBIN, RICARDO, DR., AV. E/ RUIZ, HUIDOBRO Y MILLER",0.089,NA,NA
12,CANTERO CENTRAL,"AROLAS, EDUARDO","BALBIN, RICARDO, DR., AV.  E/ ARIAS Y PICO",0.087,NA,NA
12,CANTERO CENTRAL,"BALBIN, RICARDO, Dr.","BALBIN, RICARDO, DR., AV.  E/ SALTO Y PICO",0.084,NA,NA
12,CANTERO CENTRAL,"BANCHS, ENRIQUE","SAN ISIDRO LABRADOR, AV. (E) - PAROISSIEN - VILELA",0.135,NA,NA
12,PLAZA,BARRIO GENERAL SAN MARTIN,"DE LOS CONSTITUYENTES, AV. - ALVAREZ PRADO, MANUEL - PAZ, GRAL., AV. - SAN MARINO - NAZCA, AV. (SECTORES)",13.847,NA,NA
12,PLAZA,BARRIO SAENZ PEÑA,"BALBIN, MILLER, VALDENEGRO, FLOR DEL AIRE, GALVAN",2.96,NA,NA
12,PLAZA,BO PRESIDENTE MITRE,ESPACIOS INTERNOS BARRIO MITRE,2.906,NA,NA
12,CANTERO CENTRAL,BOULEVARD BALBIN,BALBIN E/ CORREA Y MILLER,0.301,NA,NA
12,CANTERO CENTRAL,BOULEVARD DONADO / GOYENECHE,DONADO/ GOYENECHE ENTRE PICO Y PAROISSIEN,0.799,NA,NA
12,CANTERO CENTRAL,BOULEVARD GARCIA DEL RIO S/D,GARCIA DEL RIO ENTRE ZAPIOLA Y MOLDES,0.794,NA,NA
12,CANTERO CENTRAL,BOULEVARD GOYENECHE / HOLMBERG,GOYENECHE / HOLMBERG ENTRE PICO Y CONGRESO,7.407,Mejora en patio de juegos,NA
12,CANTERO CENTRAL,BOULEVARD ROOSEVELT,ROOSEVELT E/ PACHECO Y CONSTITUYENTES,3.878,NA,NA
12,CANTERO CENTRAL,BOULEVARD RUIZ HUIDOBRO,"RUIZ, HUIDOBRO AV.  E/ MILLER Y WASHINGTON",0.288,NA,NA
12,CANTERO CENTRAL,"CAMPANA, JOAQUIN","SAN ISIDRO LABRADOR, AV. E/ CORREA Y RUIZ HUIDOBRO, AV.",0.124,NA,NA
12,PLAZOLETA,"CATALINAS , VILLA DE LAS","LE BRETÓN, TOMÁS A. - BAUNES - TRIUNVIRATO, Av.",0.038,NA,NA
12,CANTERO CENTRAL,"CAVAGNA MARTINEZ, ILDEFONSO F.","GARCIA DEL RIO, AV. ENTRE AMENABAR Y MOLDES",0.236,NA,NA
12,PLAZOLETA,COMBATIENTES DE MALVINAS,"THOMAS, ALVAREZ y COMBATIENTE DE MALVINAS e/MENDOZA y OLAZABAL",0.039,NA,NA
12,PLAZOLETA,"CONTURSI, PASCUAL","MONROE, AV. - BAUNESS",0.012,NA,NA
12,PLAZA,COOPERADORAS ESCOLARES 1,"VEDIA,ZAPIOLA Y CONESA",0.103,NA,NA
12,PLAZA,COOPERADORAS ESCOLARES 2,"BALBIN , COLECTORA GRAL PAZ ,DONADO , PJE V MONTES",0.276,NA,NA
12,PLAZOLETA,CURUZU-CUATIA,"BALBIN, RICARDO, DR., AV. - CONDE - QUESADA",0.02,NA,NA
12,PLAZOLETA,"CZETZ, JUAN F., Cnel.","BALBIN, RICARDO, DR., AV. - ROMULO NAON. - LARRALDE, CRISOLOGO, AV.",0.036,NA,NA
12,CANTERO CENTRAL,"DELFINO, ENRIQUE","MENDOZA e/ TRIUNVIRATO, Av. Y BARZANA",0.147,NA,NA
12,PLAZOLETA,DIVERSOS 2,CONSTITUYENTES AV. - ROOSEVELT AV.,0.029,NA,NA
12,PLAZOLETA,DIVERSOS 3,HOLMBERG Y AV OLAZABAL,0.09,NA,NA
12,PLAZOLETA,DIVERSOS 4,HOLMBERG Y BLANCO ENCALADA,0.052,NA,NA
12,PLAZOLETA,DIVERSOS 5,HOLMBERG Y LE BRETON,0.039,NA,NA
12,PLAZA,DIVERSOS 6,NAZCA Y CURUPAITY B,1.955,NA,NA
12,PLAZA,DIVERSOS 7,PERIMETRO FRENTE PARQUE SARMIENTO Y TERRENOS CIRCUNDANTE,0.841,NA,NA
12,PLAZA,DIVERSOS 8,"PERIMETRO PARQUE SARMIENTO, VEREDAS DELIMITADO POR BALBIN",1.801,NA,NA
12,PLAZOLETA,DIVERSOS 9,DONADO E/ SUCRE Y LA PAMPA,0.135,NA,NA
12,PLAZA,ECHEVERRIA,"RIVERA, PEDRO I., DR. - BAUNESS - NAHUEL HUAPI - CAPDEVILA, ARTURO",0.985,Reparacion sistema de riego,NA
12,PLAZOLETA,"ESCUDERO, PEDRO, Dr.","PEREZ ROQUE - GARCIA DEL RIO, AV. - MELIAN - PAROISSIEN",0.484,Colocacion de hamacas,NA
12,PLAZA,ESLOVAQUIA,GOYENECHE /HOLMBERG ENTRE IBERA Y QUESADA,0.336,NA,NA
12,PLAZA,ESTACION COGHLAN,"PREDIO ESTACION COGHLAN, MONROE, ESTOMBA",2.9,NA,NA
12,CANTERO CENTRAL,"FILIPO, VIRGILIO, Presbítero","SAN ISIDRO LABRADOR, AV. E/ DEHEZA Y PICO",0.086,NA,NA
12,PLAZOLETA,"FIORENTINO, FRANCISCO","BALBIN, RICARDO, DR., AV. - TAMBORINI - PEREZ, ROQUE",0.021,NA,NA
12,PLAZA,"GANDULFO, PETRONA C., Doña","PEDRAZA, MANUELA - NUÑEZ - GOYENECHE ",0.632,NA,NA
12,PLAZA,GIANANTONIO,"OBISPO SAN ALBERTO - CONDARCO - CABEZON, JOSE L. - BOLIVIA - LADINES - ARTIGAS, JOSE G., GRAL. - VIAS DEL FCGBM",1.259,NA,NA
12,CANTERO CENTRAL,"GIRONDO, OLIVERIO","SAN ISIDRO LABRADOR, AV. E/ RAMALLO Y ARIAS",0.118,NA,NA
12,PLAZA,HUNGRÍA,RAMALLO - HOLMBERG - ARIAS - GOYENECHE Av.,0.405,NA,NA
12,PLAZA,JORGE CASAL,"TRIUNVIRATO, Av. -  ROOSVELT, FRANKLIN D. Av. - DIAZ COLODREDO - Vías del FFCC",0.364,NA,NA
12,CANTERO CENTRAL,"LALLEMANT, GERMÁN AVE, Ing.","GARCÍA DEL RÍO, Av. e/ VIDAL y CRAMER",0.234,NA,NA
12,PLAZOLETA,"LE PERA, ALFREDO",BESARES - CONDE - SUPERI - VILELA,0.16,NA,NA
12,PLAZOLETA,"LOMUTO, FRANCISCO","BALBIN, RICARDO, DR., AV. - GARCIA DEL RIO, AV. - TRONADOR",0.02,NA,NA
12,CANTERO CENTRAL,"MALAGARRIAGA, CARLOS","SAN ISIDRO LABRADOR, VILELLO, CABILDO,MANZANARES",0.073,NA,NA
12,CANTERO CENTRAL,"MARASSO, ARTURO","SAN ISIDRO LABRADOR, AV. E/ BESARES Y RUIZ HUIDOBRO, AV.",0.099,NA,NA
12,CANTERO CENTRAL,"MARTINEZ, REGIS","SAN ISIDRO LABRADOR, AV. E/ PICO Y VEDIA",0.013,NA,NA
12,CANTERO CENTRAL,"MATOS RODRIGUEZ, GERARDO","BALBIN, RICARDO, DR., AV.  E/ CORREA Y ARIAS",0.087,NA,NA
12,PLAZOLETA,"MILLAN, DOMINGO ALEJO, Cap.",QUESADA - PLAZA - SAN FRANCISCO DE ASIS,0.09,NA,NA
12,PLAZA,NUEVA COMUNA 12,MONROE Y HOLMBERG,0.1,NA,NA
12,PLAZA,NUNCA MAS ,"OBISPO SAN ALBERTO, ARTIGAS, NAZCA, VIAS DEL FCGBM",1.255,NA,NA
12,CANTERO CENTRAL,"PASSAPONTI, DARWIN","GARCIA DEL RIO, AV.  E/ CIUDAD DE LA PAZ Y AMENABAR",0.244,NA,NA
12,PLAZA,PATIO PORTEÑO,NAZCA Y CURUPAITY ,0.085,NA,NA
12,PLAZOLETA,"PEREZ, PASCUAL","BESARES - VILELA - PEREZ, ROQUE - SUPERI",0.124,NA,NA
12,PLAZA,S/D,BAUNES ENTRE RIVERA Y ROOSVELT,0.101,NA,NA
12,PLAZOLETA,"PIPET, MATIAS","RUIZ, HUIDOBRO AV. - VALDENEGRO  -GALVAN - BALBIN, RICARDO, DR., AV.",0.158,NA,NA
12,CANTERO CENTRAL,"PIZARNIK, ALEJANDRA","SAN ISIDRO LABRADOR, Av. e/PAROISSIEN y VILELA",0.059,NA,NA
12,PLAZA,PLAZA SIRIA,TRIUNVIRATO Y BALBIN,0.046,NA,NA
12,PLAZOLETA,PLAZOLETA CRAMER,CRAMER 4802,0.026,NA,NA
12,PLAZA,REPÚBLICA SOCIALISTA DE VIETNAM,GOYENECHE/HOLMBERG ENTRE QUESADA Y CONGRRESO,0.477,NA,NA
12,PLAZA,"RODRIGUEZ, MARTÍN",HELGUERA - PAREJA - ARGERICH - HABANA,1.325,Colocacion de bomba sumergible,NA
12,CANTERO CENTRAL,S/D,ACCESO GRAL PAZ HACIA RIO DE LA PLATA,0.21,NA,NA
12,PLAZOLETA,S/D,PLAZA - SAN FRANCISCO DE ASIS - IBERA,0.031,NA,NA
12,PLAZOLETA,S/D,"BALBIN, M. ACHA, VILELA",0.013,NA,NA
12,PLAZOLETA,S/D,"BALBIN, RICARDO, DR., AV. - MILLER - BESARES",0.017,NA,NA
12,PLAZOLETA,S/D,"BALBIN, RICARDO, DR., AV. - NAÓN, RÓMULO S., Dr. - JARAMILLO",0.014,NA,NA
12,PLAZOLETA,S/D,HOLMBERG E/ DR. PEDRO RIVERA Y NAHUEL HUAPI,0.029,NA,NA
12,PLAZOLETA,S/D,HOLMBERG E/ DR. PEDRO RIVERA Y VIAS FFCC,0.035,NA,NA
12,PLAZOLETA,S/D,LARRALDE Y ANDONAEGUI,0.006,NA,NA
12,PLAZOLETA,DE LA AMISTAD,"ROOSEVELT, PLAZA Y VIAS",0.043,NA,NA
12,PARQUE,SAAVEDRA,"GARCIA DEL RIO, AV. - MELIAN, AV. - VILELA - PEREZ, ROQUE - BESARES - CONDE - PINTO - FREIRE, RAMON, CAP. GRAL.",9.48,Colocacion de bomba sumergible,NA
NA,NA,NA,NA,NA,Colocacion de hamacas,NA
12,CANTERO CENTRAL,"SAMPAY, ARTURO ENRIQUE","GARCIA DEL RIO, AV.  E/ CABILDO, AV. Y CIUDAD DE LA PAZ",0.261,NA,NA
12,CANTERO CENTRAL,"SANCHEZ VIAMONTE, CARLOS","SAN ISIDRO LABRADOR, AV. E/ BESARES Y VILELA",0.12,NA,NA
12,PLAZA,"SASTRE, MARCOS","MONROE, AV. - MILLER - VALDENEGRO - ROOSVELT",0.549,NA,NA
12,PLAZOLETA,SENDERO MANZANARES,MANZANARES ENTRE VALDENEGRO Y MILLER,0.083,NA,NA
12,PLAZOLETA,"SOSA, JULIO","BALBIN, RICARDO, DR., AV. - NUÑEZ - WASHINGTON",0.102,NA,NA
12,PARQUE,PARQUE MUJICA,NA,21,Mejora en patio de juegos,NA
12,PARQUE,GENERAL PAZ,NA,NA,NA,NA
12,PARQUE,PIONEROS DE LA ANTARTIDA ARGENTINA,NA,NA,NA,NA
12,PLAZA,"SOLANO LIMA, VICENTE, Dr.","PELLEGRINI, CARLOS -  YRURTIA, ROGELIO",NA,NA,NA
12,PLAZA,"VICUÑA MACKENNA, BENJAMIN",RAMALLO - CONESA - CRAMER - ARIAS,0.82,Mejora en patio de juegos,Puesta en valor 2017/2018
12,PLAZA,"ZAPIOLA, JOSÉ MATÍAS, Brig. Gral.","ACHA, MARIANO - JURAMENTO - DONADO - ECHEVERRIA",1.163,Mejora en patio de juegos,Puesta en valor 2017/2018
12,PARQUE,PARQUE GENERAL PAZ,NA,21,NA,NA
13,PLAZOLETA,"FIRPO, ROBERTO","DEL PINO, VIRREY - CRAMER - ELCANO, AV.",0.005,NA,NA
13,PLAZOLETA,"NELSON, JULIO JORGE","AVILES, VIRREY - ELCANO, AV. - SUPERI",0.058,NA,NA
13,PLAZOLETA,POSTA AEROBICA,"ARENAL, CONCEPCIÓN - CRAMER - CEAMSE",0.085,NA,NA
13,PLAZOLETA,ZARRAGA,ZARRAGA Y SUPERI,0.076,NA,NA
13,PLAZOLETA,"BARDI, AGUSTIN",AV. FIGUEROA ALCORTA Y LA PAMPA,0.131,NA,NA
13,PLAZOLETA,TRINIDAD Y TOBAGO,"VEDIA - GRECIA - PAZ, GRAL., AV. - PROP. APRTICULAR",0.13,NA,NA
13,PLAZOLETA,S/D - BALBIN E/ ZAPIOLA Y MONROE,"BALBIN, RICARDO, DR., AV. - MONROE, AV. - ZAPIOLA",0.026,NA,NA
13,PLAZOLETA,SANTA MARÍA DE LOS BUENOS AIRES,"ELCANO, AV. - VIDAL - HERNANDEZ, JOSE",0.018,NA,NA
13,PLAZA,"BUSTILLO, ALEJANDRO, ARQ.","OBLIGADO, RAFAEL, Av. Costanera - Restaurant (Heresford, Local Nb) - Parque Balneario Norte - Restaurant (Negro el Once, Local 11)",0.081,NA,NA
13,PLAZA,"KURCHAN, JUÁN, ARQ.","OBLIGADO, RAFAEL, Av. Costanera - Restaurant (ex A Los Amigos, Local R4) - Parque Balneario Norte - Restaurant (Los Platitos, Local Na)",0.149,NA,NA
13,PLAZOLETA,"PADILLA, ERNESTO","ELCANO, AV. - MARTINEZ - AVILES, VIRREY",0.025,NA,NA
13,PLAZOLETA,"MORAZAN, FRANCISCO, GRAL.","ARCOS - ARREDONDO, VIRREY - LORETO, VIRREY",0.033,NA,NA
13,PLAZOLETA,CESAR TIEMPO,VIRREY VERTIZ 1601,0.044,NA,NA
13,PLAZOLETA,S/D  - GRAL PAZ Y AV. DEL LIBERTADOR,"PAZ GRAL E/ DEL LIBERTADOR, Av. y 11 DE SEPTIEMBRE DE 1888",0.034,NA,NA
13,PLAZOLETA,PASAJE NUÑEZ,MANUELA PEDRAZA Y VÍAS FFCC ,0.032,NA,NA
13,VEREDA VERDE,VEREDA PARQUE NORTE,VEREDA PARQUE NORTE (FRENTE CIUDAD UNIVERSITARIA) DESDE BAJADA PUENTE ORTIZ,0.025,NA,NA
13,PATIO,CONCEPCION ARENAL,ARENAL CONCEPCION - CONESA ,0.102,NA,NA
13,PLAZA,"KARMAN, RENÉ, ARQ","OBLIGADO, RAFAEL, AV. COSTANERA - RESTAURANT (EX LOS AÑOS LOCOS, LOCAL NG) - PARQUE BALNEARIO NORTE - ESTACIONAMIENTO",0.076,NA,NA
