Comuna,Clasificacion,Nombre,Ubicacion,Has.x.comuna,Observaciones,Otros
13,PLAZA,"DELPINI, JOSÉ LUIS, ARQ. ING.","OBLIGADO, RAFAEL, AV. COSTANERA - RESTAURANT (NEGRO EL  ONCE, LOCAL 11) - PARQUE BALNEARIO NORTE - RESTAURANT (EX  A LOS AMIGOS, LOCAL R 4)",0.083,NA,NA
13,PLAZA,"PLEBISCH, ALBERTO, H, ARQ.","OBLIGADO, RAFAEL, AV. COSTANERA - ESTACIONAMIENTO - PARQUE BALNEARIO NORTE - RESTAURANT (LOS PLATITOS, LOCAL NA)",0.089,NA,NA
13,PLAZA,"VILAR, ANTONIO, NG.","OBLIGADO, RAFAEL, AV. COSTANERA - ESTACIONAMIENTO - PARQUE BALNEARIO NORTE - RESTAURANT (SOLANAS, LOCAL 27)",0.051,NA,NA
13,PLAZOLETA,EVSD ALVAREZ THOMAS,ALVAREZ THOMAS Y SANTOS DUMONT,0.153,NA,NA
13,PLAZOLETA,ROTONDA ENTRADA UNIVERSITARIA,INT. GUIRALDES Y AV. CANTILO,0.099,NA,NA
13,JARDÍN,EVSD ,"CANTILO, INT., AV. Y VIAS DEL FCGBM",0.23,NA,NA
13,PLAZA,CLEMENTE,"CONDE -  ARENAL, CONCEPCION - MARTINEZ, ENRIQUE, GRAL. - PROP. PART.",0.188,NA,NA
13,PLAZOLETA,"MOSCONI, ENRIQUE, GRAL.","DEL LIBERTADOR, AV. - DEL PINO, VIRREY - LORETO, VIRREY - SOLDADO DE LA INDEPENDENCIA",0.109,NA,NA
13,PLAZA,"HERNANDEZ, RAFAEL","ECHEVERRIA - VUELTA DE OBLIGADO - MOM, POLICARPO",0.2,NA,NA
13,VEREDA VERDE,VEREDA TIRO FEDERAL,UDAONDO LIBERTADOR LUGONES,0.79,NA,NA
13,PLAZA,"WILLIAMS, AMANCIO, ARQ.","OBLIGADO, RAFAEL, Av. Costanera - LA PAMPA - Parque Balneario Norte - Estacionamiento",0.137,NA,NA
13,PLAZOLETA,PASAJE ZUBERBUHLER ,ZUBERBÜHLER-VÍAS FFCC-VIRREY DEL PINO-LA PAMPA,0.157,NA,NA
13,PLAZOLETA,"SUAREZ, GASPAR","DEL LIBERTADOR, Av. - SOLDADO de la INDEPENDENCIA - LORETO, Virrey",0.13,NA,NA
13,PLAZA,PATIO RECREATIVO DEL NIÑO,OHIGGINS- JUANA AZURDUY,0.175,NA,NA
13,PLAZOLETA,"OLIVERA, EDUARDO","DEL LIBERTADOR, AV. - DEL PINO, VIRREY - CAMPOS, LUIS M., AV.",0.154,NA,NA
13,VEREDA VERDE,EVSD GRECIA Y PEDRAZA,GRECIA-MANUELA PEDRAZA-IBERÁ-VÍAS FFCC,0.194,NA,NA
13,PLAZOLETA,EVSD VIRREY VERTIZ Y ECHEVERRIA,"VERTIZ, VIRREY, AV. - ECHEVERRIA - AREA SERVIDUMBRE DE PASO - JURAMENTO",0.13,NA,NA
13,PLAZOLETA,"QUIROGA, ADAN","DEL LIBERTADOR, AV. - UDAONDO, GUILLERMO, AV.",0.139,NA,NA
13,PLAZA,"ACOSTA, WLADIMIRO, ARQ.","GUIRALDES, INTENDENTE - ESTACIONAMIENTO - PARQUE BALNEARIO NORTE - ESTACIONAMIENTO",0.803,NA,NA
13,PLAZOLETA,ALEXANDER FLEMING,"QUINTEROS, LIDORO, AV. Y HERNANDEZ RAFAEL",0.204,NA,NA
13,PLAZA,PATIO JARDIN DE ESCULTURAS ,HUSARES - PROPIEDAD PARTICULAR - CAZADORES - PROPIEDAD PARTICULA - MONROE,0.27,NA,NA
13,VEREDON VERDE,VEREDA CIUDAD UNIVERSITARIA,VEREDA CIUDAD UNIVERSITARIA DESDE PARQUE DE LA MEMORIA HASTA BAJADA PTE. ORTIZ,0.34,NA,NA
13,PLAZOLETA,PORTUGAL,"ELCANO, AV. - AVILES, VIRREY - CRAMER - DEL PINO, VIRREY - VIAS DEL FCBM",0.309,NA,NA
13,PLAZA,DE LOS OLMOS,"ECHEVERRIA - ZAPIOLA - SUCRE, ANTONIO JOSE DE, MCAL. - VIAS DEL FCGBM",0.37,NA,NA
13,PLAZA,REPÚBLICA DE HONDURAS,"FIGUEROA ALCORTA, PRES., AV. - MONROE, AV.- RAMSAY",0.345,NA,NA
13,CANTERO CENTRAL,"FILIPINAS, PASEO REPUBLICA DE ","DE LOS INCAS, AV.  E/ CRAMER Y FOREST AV.",0.436,NA,NA
13,PLAZOLETA,"URIBE, MANUEL, BRIG. GRAL., DON","LA PAMPA - OBLIGADO, RAFAEL, AV. COSTANERA",0.35,NA,NA
13,PLAZOLETA,"ZANNI, PEDRO, COMODORO","CANTILO, INT., AV. - LA PAMPA",0.37,NA,NA
13,PARQUE,PUERTO PIBES,"CANTILO, ECHEVERRIA, PQUE NORTE, TIERRA SANTA",2.99,NA,NA
13,PLAZA,NORUEGA,CIUDAD DE LA PAZ - AMENABAR - MENDOZA - PROPIEDAD PARTICULAR,0.56,NA,Puesta en valor 2017/2018
13,PLAZOLETA,"RAMIREZ, FRANCISCO, GRAL.","MOLDES - PEDRAZA, MANUELA - TAMBORINI, JOSE P.",0.615,NA,NA
13,CANTERO CENTRAL,"DEMARE, LUCIO","COMODORO RIVADAVIA, AV.  E/ CABILDO, AV. Y DEL LIBERTADOR, AV.",0.9,NA,NA
13,CANTERO CENTRAL,"VALLE, JUAN JOSE, GRAL.","QUINTEROS, LIDORO, AV.  E/ MONROE, AV. Y FIGUEROA ALCORTA, PRES., AV.",0.338,NA,NA
13,PLAZA,"LIMA, FELIX",RAMALLO - CUBA - ARIAS - ARCOS,0.77,NA,NA
13,PLAZA,BALCARCE,"CABILDO, AV. - MANZANARES - VUELTA DE OBLIGADO - JARAMILLO",0.88,NA,NA
13,PLAZA,"PASO, JUAN JOSE","OLAGUER Y FELIU, VIRREY - MOLDES - ZABALA - VIAS DEL FCGB",0.906,NA,NA
13,PLAZA,DE LOS COLEGIALES,"MATIENZO, BENJAMIN, TTE. - ZAPIOLA - CONESA - CRAMER",0.98,NA,Puesta en valor 2017/2018
13,PLAZA,CASTELLI,"JURAMENTO - CONDE - ECHEVERRIA - FREIRE, RAMON, CAP. GRL. - VIAS DEL FGBM",1.077,Colocacion de bomba sumergible,NA
13,PLAZA,"BELGRANO, MANUEL, GRAL.",JURAMENTO - CUBA - ECHEVERRIA - VUELTA DE OBLIGADO,1.06,NA,NA
13,PLAZA,ALBERTI,"ARCOS - UGARTE, MANUEL - O'HIGGINS - ROOSEVELT, FRANKLIN D.",1.045,Mejora en patio de juegos,Puesta en valor 2017/2018
13,PLAZA,SAN MIGUEL GARICOITS,"ARREDONDO, VIRREY - DELGADO - VIRREY LORETO - ALVAREZ THOMAS, AV.",1.24,NA,NA
13,PLAZA,PARQUES NACIONALES ARGENTINOS,"ECHEVERRIA - CASTAÑEDA - SUCRE, ANTONIO J. DE, MCAL. - FIGUEROA ALCORTA PRES., AV.",1.42,NA,NA
13,PLAZA,MAFALDA,"CONDE - DUMONT, SANTOS - ARENAL, CONCEPCION - MARTINEZ, ENRIQUE, GRAL.",1.059,NA,NA
13,PLAZA,BARRANCAS DE BELGRANO (1),"VERTIZ, VIRREY, AV. - JURAMENTO - ZAVALIA -ECHEVERRIA / 11 DE SEPTIEMBRE - LA PAMPA -VERTIZ, VIRREY, AV - SUCRE, ANTONIO JOSE DE, MCAL.",4.655,Colocacion de bomba sumergible,NA
13,PLAZA,EL SALVADOR,"MONROE, AV. - BAVIO, ERNESTO A. - RICHIERI, PABLO, TTE. GRAL.",4.406,NA,NA
13,PARQUE,DE LAS AMÉRICAS,"JURAMENTO - FIGUEROA ALCORTA, PRES., AV. - MONROE, AV.- RAMSAY - LICEO ITALIANO - CASTAÑEDA",8.22,NA,NA
13,PARQUE,DE SAN BENITO,"LA PAMPA - LUGONES, LEOPOLDO, AV. - FIGUEROA ALCORTA, PRES., AV.- CIRCULO DE SUB-OFICIALES DE LAS F.A.",11.44,NA,Puesta en valor 2017/2018
13,PATIO URBANO,POLIDEPORTIVO COLEGIALES,MATIENZO Y FREIRE,0.16,NA,NA
13,PLAZA,JOAQUIN SANCHEZ,"VUELTA DE OBLIGADO - JURAMENTO - SAGASTA ISLA, JOSE MARIA",0.16,NA,NA
13,PLAZOLETA,S/D,AV. DEL LIBERTADOR - JOSÉ HERNÁNDEZ - VIRREY DEL PINO,0.035,NA,NA
13,PLAZOLETA,CANIL BARRANCAS,AV. VIRREY VÉRTIZ - MCAL. ANTONIO JOSÉ DE SUCRE - LA PAMPA,0.222,NA,NA
13,PASEO,PASEO RENATA,MANUELA PEDRAZA -MOLDES-CRAMER,0.104,NA,NA
13,VEREDA,E.V.S.D,JUANA AZURDUY - LARRALDE-FFCC,0.15,NA,NA
13,PLAZOLETA,URTUBEY,CDRO. CLODOMIRO URTUBEY Y SUPERÍ,0.041,NA,NA
13,VEREDA VERDE,VEREDA COSTANERA NORTE,DESDE PARQUE DE LA MEMORIA HASTA LA PAMPA,1.28,NA,NA
14,PLAZOLETA,"ABUELO, MIGUEL ","SANTA FE, AV. - CABILDO, AV.- AREVALO",0.17199999999999999,NA,NA
14,PLAZA,ALEMANIA,"DEL LIBERTADOR, AV. - CASARES, AV. - CASTEX - CAVIA",3.891,NA,NA
14,PLAZOLETA,"ALFARO, ELOY","DEL LIBERTADOR, AV. - MIGUELETES - GARCIA, TEODORO",0.05,NA,NA
14,PLAZA,BELGICA,"CASTILLA, RAMON, MCAL. -  AGUADO, ALEJANDRO M. - PROPIEDAD PARTICULAR - FIGUEROA ALCORTA, PRES., AV.",0.19900000000000001,NA,NA
14,PLAZOLETA,"BERNALDO de QUIROS, CESAREO","CASARES, AV. - FIGUEROA ALCORTA, PRES., AV. - GELLY - PROPIEDAD PARTICULAR",0.11799999999999999,NA,NA
14,VEREDA VERDE,BOSQUE ALEGRE,AVENIDA COSTANERA E/SALGUERO Y SARMIENTO,0.83099999999999996,NA,NA
14,CANTERO VERDE,CANTERO VERDE ESTACION METROBUS,Juan B Justo e/Gorriti y Guatemala,0.02,NA,NA
14,PARQUE,"CARRASCO, BENITO J., Ing. Agr.","OBLIGADO, RAFAEL, AV. COSTANERA (MURALLON) -SALGUERO, JERONIMO, PROLONGACION IMAGINARIA - SARMIENTO, AV., PROLONGACION IMAGINARIA  - RIO DE LA PLATA",0.73899999999999999,NA,NA
14,PLAZOLETA,"CARRIEGO, EVARISTO","CHARCAS - DIAZ, CNL., AV. - GUISE - REPUBLICA DOMINICANA",6.2E-2,NA,NA
14,PLAZA,"CASARES, Intendente","SANTA FE, Av. - REPÚBLICA ÁRABE SIRIA - JARDÍN BOTRÁNICO ""CARLOS THAYS""",0.92800000000000005,NA,NA
14,PLAZOLETA,"CASTEX, MARIANO R., Dr.","LAS HERAS, AV. - DIAZ, CNEL., AV. - PACHECO DE MELO, JOSE A.",2.1999999999999999E-2,NA,NA
14,CANTERO CENTRAL,CIUDAD de PIGÜE,"OLLEROS AV.  E/ CAMPOS, LUIS M., AV. Y SOLDADO DE LA INDEPENDENCIA",0.191,Mejora en patio de juegos,Puesta en valor 2017/2018
14,PLAZOLETA,"COBIAN, JUAN CARLOS","TEDIN, JUEZ - SAN MARTIN DE TOURS - ORTIZ DE OCAMPO, AV. - VIAS DEL FCGSM",3.6999999999999998E-2,NA,NA
14,PLAZOLETA,"CORTAZAR, JULIO",SERRANO - HONDURAS,9.9000000000000005E-2,NA,NA
14,PLAZA,"DE ALZAGA, MARTIN","KENNEDY, JOHN F. - CERVIÑO - COLOMBIA, AV.",0.89600000000000002,NA,NA
14,PLAZA,"DE ELIZALDE, RUFINO","DEL LIBERTADOR, AV. - PROPIEDAD PARTICULAR - CASTILLA, RAMON, MCAL. - ELIZALDE, RUFINO DE",0.56399999999999995,NA,NA
14,PLAZOLETA,S/D,CHARCAS e/ GUISE y BULNES,0.1,NA,NA
14,PLAZOLETA,FALUCHO,"SANTA FE, AV. - FITZ ROY - CAMPOS, LUIS M., AV. - DRESCO, ARTURO A.",0.10199999999999999,NA,NA
14,PLAZOLETA,"FRANCINI, ENRIQUE MARIO","LUGONES, LEOPOLDO, AV. - SARMIENTO, AV.",0.64200000000000002,NA,NA
14,PLAZA,GRAND BOURG,"CASTILLA, RAMON, MCAL. - ELIZALDE, RUFINO DE - AGUADO, ALEJANDRO M. DE (MONUMENTO AL ABUELO INMORTAL)",0.48599999999999999,NA,NA
14,PLAZA,GÜEMES,"SALGUERO, JERONIMO - MANSILLA, LUCIO NORBERTO, GRAL. - CHARCAS - MEDRANO, AV.",0.39,NA,NA
14,CANTERO CENTRAL,HIDROAVION BUENOS AIRES,"OBLIGADO, RAFAEL AV. COSTANERA (FRENTE AL AEROPARQUE). EMPLAZADO DENTRO DEL ESPGON PUERTO ARGENTINO",1.1120000000000001,NA,NA
14,JARDÍN,"HUDSON, GUILLERMO ENRIQUE","SARMIENTO, AV. E/ SANTA FE, AV. - DEL LIBERTADOR, AV. (VEREDON DEL ZOOLOGICO)",1.3129999999999999,NA,NA
14,PLAZOLETA,"IGLESIAS PAZ, CESAR","SALGUERO, JERONIMO - SEGUI, JUAN F.",4.9000000000000002E-2,NA,NA
14,PLAZA,ITALIA,"SANTA FE, AV. - LAS HERAS, AV. - BORGES, JORGE LUIS - THAMES",0.76900000000000002,NA,NA
14,PARQUE,"LAS HERAS, JUAN GREGORIO de, Gral.","LAS HERAS, AV. - DIAZ, CNEL., AV. - JUNCAL - SALGUERO, JERONIMO",7.4409999999999998,NA,NA
14,GRANDES ESPACIOS,LINEAL BULLRICH,"AV LIBERTADOR, SANTA FE, BULLRICH",3.2,NA,NA
14,PLAZOLETA,LUNA DE ENFRENTE,GURRUCHAGA  Y SOLER,3.6999999999999998E-2,NA,NA
14,PLAZOLETA,"MARTINEZ, ENRIQUE, Brig. Gral., Don","CASARES, AV. - CASTEX - GELLY",0.189,NA,NA
14,PLAZOLETA,"MERCADER, EMIR E., Dr.","OLLEROS, AV.  E/ MIGUELETES Y DEL LIBERTADOR, AV.",9.8000000000000004E-2,NA,NA
14,PLAZOLETA,MONTE ARARAT,"CHARCAS - SALGUERO, JERONIMO - VIDT",0.10299999999999999,NA,NA
14,PLAZOLETA,"MORRIS, WILLIAM C.",URIARTE - DARREGUEYRA - GUATEMALA - SOLER,4.2999999999999997E-2,Mejora en patio de juegos,Puesta en valor 2017/2018
14,PATIO PORTEÑO,NICETO VEGA,Niceto Vega,2.9000000000000001E-2,Mejora en patio de juegos,Puesta en valor 2017/2018
14,CANTERO CENTRAL,"NOBLE, ROBERTO",Bv. Cerviño e/Republica Árabe Siria y Ugarteche,0.29399999999999998,NA,NA
14,PLAZA,INMIGRANTES DE ARMENIA,MALABIA - COSTA RICA - ARMENIA - NICARAGUA,1.089,Mejora en patio de juegos,Puesta en valor 2017/2018
14,PATIO PORTEÑO,PATIO CARRANZA,AVENIDA SANTA FE Y CARRANZA,0.161,NA,NA
14,PLAZOLETA,"PETION, ALEJANDRO","FIGUEROA ALCORTA, PRES., AV. - AGUADO, ALEJANDRO M. DE - ORTIZ DE OCAMPO, AV.",8.3000000000000004E-2,NA,NA
14,JARDÍN,"PITA, HERNAN C. Cnel.  Y PEDERNERA, FEDERICO  A. J. Tte. Cnel. ","SARMIENTO, AV. E/ SANTA FE, AV. Y COLOMBIA (Veredón Sociedad Rural Argentina)",1.84,NA,NA
14,PLAZOLETA,"PRODÁN, LUCA","FRAY, JUSTO SANTA MARÍA de ORO - URIARTE - COSTA RICA - EL SALVADOR",0.01,NA,NA
14,PLAZOLETA,"RACEDO, EDUARDO, Tte. Gral.","FIGUEROA ALCORTA, PRES. AV. - CASTILLA, RAMON, MCAL. - AGUADO, ALEJANDRO M.",5.6000000000000001E-2,NA,NA
14,PLAZA,REPUBLICA de CHILE,"DEL LIBERTADOR, AV. - TAGLE - PROPIEDAD PARTICULAR - FIGUEROA ALCORTA, PRES., AV. - CASTILLA, RAMON, MCAL.",3.6779999999999999,NA,NA
14,PLAZA,REPÚBLICA del PERÚ,"SALGUERO, JERONIMO  - CORONADO, MARTIN - FIGUEROA ALCORTA, PRES., AV.",MALBA,NA,Puesta en valor 2017/2018
14,PLAZOLETA,"RIEGO Y NUÑEZ, RAFAEL DE, Gral.",O'HIGGINS - CESPEDES - ARCOS,6.9000000000000006E-2,Mejora en patio de juegos,Puesta en valor 2017/2018
14,PLAZOLETA,"RIZZUTO, FRANCISCO ANTONIO","OLLEROS, AV.  E/ SOLDADO DE LA INDEPENDENCIA Y MIGUELETES",9.9000000000000005E-2,NA,NA
14,CANTERO CENTRAL,S/D,AVENIDA SANTA FE Y CRUZ ORO,8.0000000000000002E-3,NA,NA
14,CANTERO CENTRAL,S/D,AVENIDA SANTA FE 5200,1.4E-2,NA,NA
14,PLAZOLETA,S/D,AV DEL LIBERTADOR ENTRE SARMIENTO Y DORREGO,0.20499999999999999,NA,NA
14,PLAZOLETA,S/D,RUGGIERI Y CERVIÑO,3.5999999999999997E-2,NA,NA
14,PLAZOLETA,S/D,CHONINO DE SALGUERO A CASARES,4.4999999999999998E-2,NA,NA
14,PATIO PORTEÑO,PATIO PORTEÑO PARAGUAY,PARAGUAY 5180,4.9000000000000002E-2,Mejora en patio de juegos,Puesta en valor 2017/2018
14,PLAZA,S/D,AVENIDA JUAN B. JUSTO-CORDOBA-DARWIN,7.0000000000000007E-2,NA,NA
14,PLAZOLETA,S/D,Mcal Ramón Castilla - Rufino de Elizalde - Alejandro M. de Aguado,7.0999999999999994E-2,NA,NA
14,PLAZOLETA,S/D,Dorrego - Vias FFCC - Estacionamiento Hipódromo,0.11,NA,NA
14,PLAZA,S/D,Cramer e/Matienzo y Santos Dumont,0.22700000000000001,NA,NA
14,PLAZA,S/D,Rafael Obligado - Salguero - Autopista Illia (Divisores de tránsito Costanera Norte),0.64200000000000002,NA,NA
14,VEREDA VERDE,S/D,Av. Rafael Obligado (Vereda Lado Rio) e/Salguero y Linea Imaginaria),4.2,NA,NA
14,PLAZOLETA,SAN VLADIMIRO,CHARCAS - BULNES - REPUBLICA DOMINICANA - VIDT,0.16200000000000001,NA,NA
14,PLAZA,"SEEBER, FRANCISCO, Intendente","SARMIENTO, AV. - KENNEDY, JOHN F. - DEL LIBERTADOR, AV. - COLOMBIA, AV.",5.76,NA,NA
14,PLAZA,"SOBRAL, JOSE MARIA, Alferez","LAS HERAS, AV. - SCALABRINI ORTIZ, RAUL, AV. - CABELLO - SALGUERO, JERONIMO",0.71,Mejora en patio de juegos,Puesta en valor 2017/2018
14,CANTERO CENTRAL,"TROILO, ANIBAL","SANTA FE, AV.  E/ THAMES Y ORO, FRAY JUSTO SANTA MARIA DE",8.5000000000000006E-2,NA,NA
14,PLAZA,UNIDAD LATINOAMERICANA,"MEDRANO - EL SALVADOR - COSTA RICA - ACUÑA de FIGUEROA, FRANCISCO",1.143,NA,NA
14,CANTERO CENTRAL,"VARELA, HECTOR",Chenaut e/Luis M. Campos y Campo de polo,0.27900000000000003,NA,NA
14,VEREDA VERDE,VEREDA POLICIA,AV FIGUEROA ALCORTA ENTRE CAVIA Y CASARES,0.38200000000000001,NA,NA
14,VEREDA VERDE,VEREDON AEROPUERTOS 2000,AVENIDA COSTANERA LADO AEROPARQUE,2.9780000000000002,NA,NA
14,PLAZOLETA,S/D,"DEL LIBERTADOR, AV. - SARMIENTO, AV. (FRENTE MONUMENTO A LOS ESPA¤OLES)",0.23,NA,NA
14,PLAZOLETA,"ZINNY, ANTONIO ABRAHAM",GORRITI - GASCON,3.7999999999999999E-2,NA,NA
14,PLAZOLETA,S/D,DORREGO 2755,4.0000000000000001E-3,NA,NA
14,PLAZOLETA,S/D,AREVALO Y NICARAGUA,3.5000000000000003E-2,NA,NA
15,PLAZA,"24 DE SEPTIEMBRE, BATALLA DE TUCUMAN","SAN MARTIN, AV. - FIGUEROA, APOLINARIO, CNEL. - ROJAS - ANTESANA",1.117,NA,NA
15,PLAZA,25 DE AGOSTO,HEREDIA - 14 DE JULIO - GIRIBONE - CHARLONE,1.403,NA,NA
15,PLAZOLETA,"AMISTAD, DE LA ","DORREGO, AV. - MUÑECAS - SUSINI, ANTONIO, CNEL.",0.03,NA,NA
15,PLAZOLETA,"BENEDIT, SALVADOR","MURILLO - SCALABRIN DE ORTIZ, R., Av. - WARNES. Av.",0.003,NA,NA
15,PLAZOLETA,"BESTEIRO, JULIAN","WARNES - PUNTA ARENAS - DE LOS CONSTITUYENTES, AV.",0.173,NA,NA
15,CANTERO CENTRAL,"CAÑADA, GASPAR, Padre","DEL CAMPO, AV.  e/ PAZ SOLDÁN Y GARMENDIA",0.289,NA,NA
15,NA,CEMENTERIO DE LA CHACARITA,GUZMAN AV. 680,0.3,NA,NA
15,PLAZOLETA,"CHAS, VICENTE (Denominaci¢n propuesta)","AVALOS - VICTORICA B., GRAL., AV. - GANDARA",0.066,NA,NA
15,PLAZOLETA,"CHAZARRETA, ANDRES",BARZANA - MOSCU - BELGRADO (BARRIO PARQUE CHAS),0.142,NA,NA
15,PLAZOLETA,"CIRIGLIANO, SEVERINO JOSE, Subcrio.","FOREST, AV. - OLLEROS - GUEVARA",0.008,NA,NA
15,PLAZOLETA,COLONIA ESPERANZA,"CORDOBA, AV.  6588/6600 Y LACROZE,  FEDERICO, AV.",0.093,NA,NA
15,PLAZOLETA,"COMASTRI, AGUSTIN","CORDOBA, AV. - BONPLAND",0.0878,NA,NA
15,CANTERO CENTRAL,CORTO MALTES,"CHORROARIN, AV. E/ MONTENEGRO Y COMBATIENTES DE MALVINAS",0.0562,NA,NA
15,CANTERO CENTRAL,DE LA HISTORIETA,"CHORROARIN, AV. E/ TRIUNVIRATO, AV. Y CALDAS",0.0562,NA,NA
15,CANTERO CENTRAL,DE LA LEALTAD,"ALVAREZ, DONATO, TTE. GRAL., AV.  E/ TRELLES, MANUEL R. Y AÑASCO",0.03,NA,NA
15,PLAZOLETA,"DE LA PUA, CARLOS","ARTIGAS, JOSE G., GRAL. - RIVAROLA, PANTALEON",0.058,NA,NA
15,PATIO RECREATIVO,PATIO GURRUCHAGA,GURRUCHAGA 1078,0.1,Reparacion de escalera principal,NA
15,CANTERO CENTRAL,DON FULGENCIO,"CHORROARIN, AV. E/ CALDAS Y GIRARDOT",0.0562,NA,NA
15,PLAZA,EXODO JUJEÑO,GANDARA - BAUNESS - LIVERPOOL - LONDRES - BARRIO PARQUE CHAS),0.344,Mejora en patio de juegos,Puesta en valor 2017/2018
15,CANTERO CENTRAL,"FILIPINAS, PASEO REPUBLICA de ","DE LOS INCAS, AV.  E/ ALVAREZ THOMAS AV.  Y FOREST AV.",0.291,NA,NA
15,PLAZOLETA,"FLORES, CELEDONIO ESTEBAN","CORDOBA, AV. - LACROZE, FEDERICO AV.",0.033,NA,NA
15,CANTERO CENTRAL,"FRESEDO, OSVALDO","DEL CAMPO, AV.  e/ PAZ SOLDÁN Y Vías FFCC",0.16,NA,NA
15,PLAZOLETA,"GLEYZER, RAYMUNDO","ALVAREZ, DONATOGral. Av. -  ESPINOSA - GARCÍA, JUÁN AGUSTÍN",0.02,NA,NA
15,PLAZOLETA,"HIRSCH, MAURICIO BARON DE","WARNES, AV. - PADILLA - ALVAREZ, JULIAN",0.0267,NA,NA
15,PLAZA,JAMAICA,BURELA - MOSCU - ESTOCOLMO (BARRIO PARQUE CHAS),0.0648,NA,NA
15,PLAZOLETA,"KOCH, ROBERTO, Dr.","CHORROARIN, AV. - COMBATIENTES DE MALVINAS - DONADO",0.015,NA,NA
15,PLAZA,"MALAVER , ANTONIO",MONTENEGRO - ESTOMBA - GIRARDOT - HEREDIA - prop. part.,1.1735,Mejora en patio de juegos,Puesta en valor 2017/2018
15,PLAZOLETA,S/D,"CÓRDOBA, Av. -DARWIN - Vías fel FCGSM",0.0124,NA,NA
15,PLAZOLETA,NAVARRA,"SAN MARTIN, AV. - CHORROARIN, AV. - CITTADINI, B.",0.1191,NA,NA
15,PLAZA,"NAZAR, BENITO, Gral.","VIRASORO, VALENTIN - FIGUEROA, APOLINARIO, CNEL. - OLAYA - ANTEZANA",0.939,NA,NA
15,PLAZA,"NOBEL, ALFREDO, Dr.",HAMBURGO - BUCAREST - BURELA - TURIN (BARRIO PQUE.CHAS),0.367,Mejora en patio de juegos,Puesta en valor 2017/2018
15,JARDÍN,PASEO DE LA CHACARITA DE LOS COLEGIALES,"NEWBERY, JORGE, AV. E/ GUZMAN, AV. Y WARNES, AV.",2.21,NA,Puesta en valor 2017/2018
15,PLAZOLETA,PASEO DE LA VECINDAD (denominación propuesta),GIRIBONE - PROPIEDAD PARTICULAR -PLAZA,0.045,NA,NA
15,CANTERO CENTRAL,PATURUZÚ,"CHORROARIN, AV. E/ GIRARDOT Y MONTENEGRO (NORTE)",0.0562,NA,NA
15,PLAZOLETA,REYES ALFONSO,TRONADOR 702,0.015,NA,NA
15,PATIO RECREATIVO,"RINCÓN DE LAS ARTES ""ERNESTO URFEIG""",Av. Cordoba 6290,0.0279,NA,NA
15,PLAZOLETA,S/D,AV CHORROARIN ENTRE VIAS FFC Y MORLOTE,0.5,NA,NA
15,CANTERO CENTRAL,S/D,"CORRIENTES, AV.  E/ LACROZE, FEDERICO AV. Y JORGE NEWBERY AV.",0.404,NA,NA
15,PLAZOLETA,S/D,GUZMAN Y LACROZE ENTRE CEMENTERIO Y ESTACION FFCC,0.1,NA,NA
15,PLAZOLETA,HOGAR DE NIÑAS,PUNTA ARENAS 1301,0.164,NA,NA
15,PLAZOLETA,S/D,GARMENDIA - OSORIO - AVALOS,0.015,NA,NA
15,PLAZOLETA,S/D,"CORRIENTES, Av. - SCALABRINI ORTIZ, R., Av. - DRAGO, LUISM.",0.0124,NA,NA
15,PLAZOLETA,S/D,Paz Soldan 5197,0.011,NA,NA
15,CANTERO CENTRAL,S/D,H.Pueyrredon 1100-1900,0.34,NA,NA
15,PLAZOLETA,S/D,Jufré 1189  ,0.012,NA,NA
15,PLAZOLETA,S/D,FITZ ROY 100,0.006,NA,NA
15,PLAZOLETA,"SANTORO, ROBERTO JORGE","FOREST, AV. - FRAGA - TEODORO GARCIA",0.0634,NA,NA
15,PLAZA,"SARMIENTO, DOMINGO FIDEL, Cap.",GANDARA - GAMARRA - MARSELLA - BERLIN (BARRIO PAQUE CHAS),0.308,NA,NA
15,CANTERO CENTRAL,TRIC Y TRAKE,"CHORROARÍN, Av. e/ GIRARDOT Y MONTENEGRO (SUR)",0.0562,NA,NA
15,PLAZOLETA,"VIGIL, CONSTANCIO C.","PUEYRREDON, HONORIO, AV. - WARNES, AV. - BATALLA DEL PARI",0.0857,NA,NA
15,PLAZA ,S/D,GIRIBONE - CESPEDES,NA,NA,Espacio nuevo
